,id,Name,X,Y,LONGITUDE,LATITUDE,MESSAGEDATE,USERID,USERSCREENNAME,MESSAGETEXT,LOCATION,HASHTAGS,ISRETWEET,datetime,Cluster,parsed_tweets,stemmed_tokens,is_new_years_tweet,is_eastender_tweet
67841,550313223271239681,,0.080464,51.363728,0.08046399801969527,51.36372756958008,31/12/2014 15:31:11,232897178,abi_courtenay,Have 5 hours to kill now while I wait for Jess to finish work  ,Bromley,,0,2014-12-31 15:31:11,1,Have hours to kill now while I wait for Jess to finish work,"['have', 'hour', 'to', 'kill', 'now', 'while', 'I', 'wait', 'for', 'jess', 'to', 'finish', 'work']",False,True
67920,550328322933403649,,0.06602000000000001,51.368805,0.06601999700069427,51.36880493164063,31/12/2014 16:31:11,367220752,niamh222,operation make me and Lucy peng,Bromley,,0,2014-12-31 16:31:11,1,operation make me and Lucy peng,"['oper', 'make', 'me', 'and', 'luci', 'peng']",False,True
68191,550434807147405312,,0.011914,51.406902,0.011913999915122986,51.40690231323242,31/12/2014 23:34:19,497145453,VirtualJukebox,'Cello Song by Nick Drake is #nowplaying in Swan and Mitre; Bromley.  Download it now at http://t.co/ooAaaHH9fk,Bromley,nowplaying,0,2014-12-31 23:34:19,1,Cello Song by Nick Drake is in Swan and Mitre Bromley Download it now at,"['cello', 'song', 'by', 'nick', 'drake', 'is', 'in', 'swan', 'and', 'mitr', 'bromley', 'download', 'it', 'now', 'at']",False,True
68302,550424861597003777,,-0.05755900000000001,51.41367,-0.057558998465538025,51.41366958618164,31/12/2014 22:54:48,1337266484,SlDELINES,nah if u abuse animals then u ought to kill urself bc ur existence is in no way necessary or beneficial to the world !!!,Bromley,,0,2014-12-31 22:54:48,1,nah if u abuse animals then u ought to kill urself bc ur existence is in no way necessary or beneficial to the world,"['nah', 'if', 'u', 'abus', 'anim', 'then', 'u', 'ought', 'to', 'kill', 'urself', 'bc', 'ur', 'exist', 'is', 'in', 'no', 'way', 'necessari', 'or', 'benefici', 'to', 'the', 'world']",False,True
68666,550410842005839872,,0.015933000000000003,51.38107,0.015932999551296234,51.38106918334961,31/12/2014 21:59:05,606637642,lizzietildesley,@SimonFlinn it's Chloe my phone died will text you later xxxx,Bromley,,0,2014-12-31 21:59:05,1,it s Chloe my phone died will text you later xxxx,"['it', 's', 'chloe', 'my', 'phone', 'die', 'will', 'text', 'you', 'later', 'xxxx']",False,True
68796,550465196117196800,,-0.057596,51.413723,-0.05759600177407265,51.41372299194336,01/01/2015 01:35:04,1337266484,SlDELINES,I never thought I'd die alone. I laughed the loudest; who'd have known?,Bromley,,0,2015-01-01 01:35:04,1,I never thought I d die alone I laughed the loudest who d have known,"['I', 'never', 'thought', 'I', 'd', 'die', 'alon', 'I', 'laugh', 'the', 'loudest', 'who', 'd', 'have', 'known']",False,True
68880,550372889686331393,,0.110853,51.385677,0.11085300147533417,51.38567733764648,31/12/2014 19:28:16,965821340,Callum1294,@PhillyD are you dead?,Bromley,,0,2014-12-31 19:28:16,1,are you dead,"['are', 'you', 'dead']",False,True
69034,550647084932956162,,0.032941000000000005,51.40542,0.032940998673439026,51.4054183959961,01/01/2015 13:37:50,453984190,harrybray995,So dead when you know you should sleep because you've hardly slept,Bromley,,0,2015-01-01 13:37:50,1,So dead when you know you should sleep because you ve hardly slept,"['So', 'dead', 'when', 'you', 'know', 'you', 'should', 'sleep', 'becaus', 'you', 've', 'hardli', 'slept']",False,True
69095,550600213476700160,,0.011914,51.406902,0.011913999915122986,51.40690231323242,01/01/2015 10:31:35,497145453,VirtualJukebox,Right About Now by Mousse T Featuring Emma Lanford is #nowplaying in Swan and Mitre; Bromley.  Download it now at http://t.co/GTnuUOOnKj,Bromley,nowplaying,0,2015-01-01 10:31:35,1,Right About Now by Mousse T Featuring Emma Lanford is in Swan and Mitre Bromley Download it now at,"['right', 'about', 'now', 'by', 'mouss', 'T', 'featur', 'emma', 'lanford', 'is', 'in', 'swan', 'and', 'mitr', 'bromley', 'download', 'it', 'now', 'at']",False,True
69333,550700135337181184,,-0.054063,51.40847,-0.054062999784946435,51.408470153808594,01/01/2015 17:08:38,2252717147,runningiris,@cemay yep me too! Only just started though so unsure what I'm doing; & accidentally just killed a chicken,Bromley,,0,2015-01-01 17:08:38,1,yep me too Only just started though so unsure what I m doing accidentally just killed a chicken,"['yep', 'me', 'too', 'onli', 'just', 'start', 'though', 'so', 'unsur', 'what', 'I', 'm', 'do', 'accident', 'just', 'kill', 'a', 'chicken']",False,True
69459,550667503312330752,,-0.057649,51.413723,-0.05764900147914887,51.41372299194336,01/01/2015 14:58:58,1337266484,SlDELINES,I WANY TO DIE IM FLYING FOR 14 HOURS TOMOTROW,Bromley,,0,2015-01-01 14:58:58,1,I WANY TO DIE IM FLYING FOR HOURS TOMOTROW,"['I', 'wani', 'TO', 'die', 'IM', 'fli', 'for', 'hour', 'tomotrow']",False,True
69507,550617951620317184,,0.061530999999999995,51.422424,0.06153099983930588,51.42242431640625,01/01/2015 11:42:04,573870853,Smithy0364,@peterjadcock @bbc4 Phil who?!  Happy. New Year to you too Peter.,Bromley,,0,2015-01-01 11:42:04,1,Phil who Happy New Year to you too Peter,"['phil', 'who', 'happi', 'new', 'year', 'to', 'you', 'too', 'peter']",True,True
69604,550687078292680704,,0.054285,51.391909999999996,0.05428500100970268,51.39191055297852,01/01/2015 16:16:45,247685739,bronteraeweeks,@nellstead i will kill u       ,Bromley,,0,2015-01-01 16:16:45,1,i will kill u,"['i', 'will', 'kill', 'u']",False,True
69711,550690649302110210,,-0.060816999999999996,51.42069,-0.06081699952483177,51.42068862915039,01/01/2015 16:30:56,702519917,blaydesGRM,@Jasmineharrisx lool yo I'm sorry for calling you dead that one time,Bromley,,0,2015-01-01 16:30:56,1,lool yo I m sorry for calling you dead that one time,"['lool', 'yo', 'I', 'm', 'sorri', 'for', 'call', 'you', 'dead', 'that', 'one', 'time']",False,True
69713,550691480785158144,,-0.061003999999999996,51.42067700000001,-0.06100400164723396,51.420677185058594,01/01/2015 16:34:15,702519917,blaydesGRM,@Jasmineharrisx nah lool you aren't dead I was just in a rah bad mood that day,Bromley,,0,2015-01-01 16:34:15,1,nah lool you aren t dead I was just in a rah bad mood that day,"['nah', 'lool', 'you', 'aren', 't', 'dead', 'I', 'wa', 'just', 'in', 'a', 'rah', 'bad', 'mood', 'that', 'day']",False,True
69810,550761756403204096,,0.08352799999999999,51.362984000000004,0.08352799713611603,51.36298370361328,01/01/2015 21:13:30,203496952,ashleighak,Naaa ronnie can't die idc,Bromley,,0,2015-01-01 21:13:30,1,Naaa ronnie can t die idc,"['naaa', 'ronni', 'can', 't', 'die', 'idc']",False,True
69814,550760360538820608,,0.066198,51.368862,0.06619799882173537,51.36886215209961,01/01/2015 21:07:57,367220752,niamh222,FUCKING GELL EASTENDERS,Bromley,,0,2015-01-01 21:07:57,1,FUCKING GELL EASTENDERS,"['fuck', 'gell', 'eastend']",False,True
69816,550761549540122625,,-0.041194,51.40663,-0.04119399935007095,51.40663146972656,01/01/2015 21:12:40,22407940,sophieflorencee,Eastenders is annoying,Bromley,,0,2015-01-01 21:12:40,1,Eastenders is annoying,"['eastend', 'is', 'annoy']",False,True
69821,550758278410821633,,0.012819,51.366085,0.012818999588489527,51.36608505249024,01/01/2015 20:59:40,283497455,ozanafc,Wow who the fuck killed Lucy; hurry up   ,Bromley,,0,2015-01-01 20:59:40,1,Wow who the fuck killed Lucy hurry up,"['wow', 'who', 'the', 'fuck', 'kill', 'luci', 'hurri', 'up']",False,True
69823,550762875888095232,,0.017172999999999997,51.380497,0.01717299968004227,51.38049697875977,01/01/2015 21:17:56,68004964,yelyahgina,Eastenders is all too much omg,Bromley,,0,2015-01-01 21:17:56,1,Eastenders is all too much omg,"['eastend', 'is', 'all', 'too', 'much', 'omg']",False,True
69827,550762701061107712,,0.097866,51.360264,0.0978659987449646,51.36026382446289,01/01/2015 21:17:15,200275145,sebeard98,Eastenders is such a tease.,Bromley,,0,2015-01-01 21:17:15,1,Eastenders is such a tease,"['eastend', 'is', 'such', 'a', 'teas']",False,True
69835,550760432894746624,,0.08341799999999999,51.36299,0.08341799676418304,51.36299133300781,01/01/2015 21:08:14,203496952,ashleighak,No1 cares for Emma     ,Bromley,,0,2015-01-01 21:08:14,1,No cares for Emma,"['No', 'care', 'for', 'emma']",False,True
69862,550757954841219072,,0.08343099999999999,51.36287700000001,0.08343099802732468,51.362876892089844,01/01/2015 20:58:23,203496952,ashleighak,I don't appreciate the way eastenders is making everyone look booky   ,Bromley,,0,2015-01-01 20:58:23,1,I don t appreciate the way eastenders is making everyone look booky,"['I', 'don', 't', 'appreci', 'the', 'way', 'eastend', 'is', 'make', 'everyon', 'look', 'booki']",False,True
69867,550764928966348800,,-0.042912,51.407066,-0.04291199892759323,51.40706634521485,01/01/2015 21:26:06,612739837,sambates47,Couldnt think of anything worse in this world than to watch eastenders,Bromley,,0,2015-01-01 21:26:06,1,Couldnt think of anything worse in this world than to watch eastenders,"['couldnt', 'think', 'of', 'anyth', 'wors', 'in', 'thi', 'world', 'than', 'to', 'watch', 'eastend']",False,True
69872,550760497700945921,,0.097178,51.360134,0.09717799723148346,51.36013412475586,01/01/2015 21:08:29,200275145,sebeard98,Scenes on Eastenders,Bromley,,0,2015-01-01 21:08:29,1,Scenes on Eastenders,"['scene', 'on', 'eastend']",False,True
69873,550761678573682688,,-0.041194,51.40663,-0.04119399935007095,51.40663146972656,01/01/2015 21:13:11,22407940,sophieflorencee,If ronnie dies I'll be pissed,Bromley,,0,2015-01-01 21:13:11,1,If ronnie dies I ll be pissed,"['If', 'ronni', 'die', 'I', 'll', 'be', 'piss']",False,True
69876,550753447503749120,,-0.05709400000000001,51.413709999999995,-0.05709400027990341,51.41371154785156,01/01/2015 20:40:29,833815447,lolbibbyffs,Before I die @5SOS @Luke5SOS @Calum5SOS @Michael5SOS @Ashton5SOS know that I love you,Bromley,,0,2015-01-01 20:40:29,1,Before I die know that I love you,"['befor', 'I', 'die', 'know', 'that', 'I', 'love', 'you']",False,True
